replicate,kmer size,theta,error rate,number of genomes,read count,time,memory,classification recall,classification precision,filter recall,filter precision,avg read count error
0,10,0.6,0.1,33,1000,110111991,26756,1.0,0.2727272727272727,0.3253012048192771,0.9257142857142857,112.33333333333333
0,10,0.8,0.1,33,1000,83501675,26756,1.0,1.0,0.028112449799196786,1.0,161.33333333333334
0,10,1.0,0.1,33,1000,55813416,26756,0.0,0,0.0,0,nan
0,20,0.0,0.1,33,1000,172062265,27068,1.0,0.09090909090909091,1.0,0.5,830.0
0,20,0.2,0.1,33,1000,103156750,27068,1.0,0.75,0.39558232931726905,1.0,100.33333333333333
0,20,0.4,0.1,33,1000,82167135,27068,1.0,0.75,0.10843373493975904,1.0,148.0
0,20,0.6,0.1,33,1000,67569702,27068,1.0,1.0,0.030120481927710843,1.0,161.0
0,20,0.8,0.1,33,1000,52804166,27068,0.6666666666666666,1.0,0.004016064257028112,1.0,165.0
0,20,1.0,0.1,33,1000,50720484,27068,0.0,0,0.0,0,nan
0,30,0.0,0.1,33,1000,184232228,27068,1.0,0.09090909090909091,1.0,0.5,830.0
0,30,0.2,0.1,33,1000,114733603,27068,1.0,0.75,0.1606425702811245,1.0,139.33333333333334
0,30,0.4,0.1,33,1000,91006895,27068,1.0,1.0,0.05220883534136546,1.0,157.33333333333334
0,30,0.6,0.1,33,1000,99898084,27068,1.0,1.0,0.010040160642570281,1.0,164.33333333333334
0,30,0.8,0.1,33,1000,74940220,27068,0.6666666666666666,1.0,0.004016064257028112,1.0,165.0
0,30,1.0,0.1,33,1000,49124941,27068,0.0,0,0.0,0,nan
0,40,0.0,0.1,33,1000,176920733,27072,1.0,0.09090909090909091,1.0,0.5,830.0
0,40,0.2,0.1,33,1000,91217754,27072,1.0,0.75,0.08032128514056225,1.0,152.66666666666666
0,40,0.4,0.1,33,1000,121011261,27072,1.0,1.0,0.028112449799196786,1.0,161.33333333333334
0,40,0.6,0.1,33,1000,65378211,27072,0.6666666666666666,1.0,0.006024096385542169,1.0,164.5
0,40,0.8,0.1,33,1000,52015973,27072,0.3333333333333333,1.0,0.002008032128514056,1.0,165.0
0,40,1.0,0.1,33,1000,42441532,27072,0.0,0,0.0,0,nan
0,50,0.0,0.1,33,1000,179697390,27072,1.0,0.09090909090909091,1.0,0.5,830.0
0,50,0.2,0.1,33,1000,94528650,27072,1.0,1.0,0.03614457831325301,1.0,160.0
0,50,0.4,0.1,33,1000,69853816,27076,1.0,1.0,0.018072289156626505,1.0,163.0
0,50,0.6,0.1,33,1000,67360145,27324,0.6666666666666666,1.0,0.004016064257028112,1.0,165.0
0,50,0.8,0.1,33,1000,58190657,27324,0.0,0,0.0,0,nan
0,50,1.0,0.1,33,1000,35340331,27324,0.0,0,0.0,0,nan
0,10,0.0,0.0,66,1000,322818274,27748,1.0,0.09090909090909091,1.0,0.5,913.0
0,10,0.2,0.0,66,1000,223256126,27748,1.0,0.09375,1.0,0.5,93.16666666666667
0,10,0.4,0.0,66,1000,185927672,27748,1.0,0.13953488372093023,1.0,0.6343949044585987,40.666666666666664
0,10,0.6,0.0,66,1000,194525037,27748,1.0,0.21428571428571427,1.0,0.9558541266794626,33.833333333333336
0,10,0.8,0.0,66,1000,145056313,27748,1.0,0.375,1.0,1.0,22.166666666666668
